# timestamp tx ty tz qx qy qz qw
1540479358.061299968 -5.1011061169274 2.3219399210764 -6.0578919469014 -0.067824209209135 -0.37002814682715 -0.13994697851249 0.9159115079559
1540479358.135000064 -5.1408401528626 2.3054511873737 -6.0072342203097 -0.063165196721743 -0.38464043492141 -0.1487219936096 0.90881442680195
1540479358.208699904 -5.1829058003152 2.2923708076105 -5.9545897947555 -0.055781745490675 -0.38766426370859 -0.15324347450134 0.90726030059518
1540479358.282500096 -5.2258956430418 2.284766287845 -5.8986347479897 -0.050455250042151 -0.39077281546326 -0.1480633708286 0.90709873368723
1540479358.356199936 -5.2675301370472 2.2750239887427 -5.8426395719859 -0.039121680593972 -0.38883569330677 -0.13557456883904 0.91043716642186
1540479358.429900032 -5.3114910125706 2.2583760771158 -5.7878677020254 -0.025776563572227 -0.38790117163988 -0.11961641604366 0.91354264422833
1540479358.503599872 -5.3618332200608 2.2323733156258 -5.7356319680076 -0.016773529506404 -0.38494697909113 -0.11362817899557 0.91576367526489
1540479358.577400064 -5.4152680194233 2.2069996107893 -5.6839354899571 -0.015941802481994 -0.38048323994393 -0.11241729900632 0.91779121478663
1540479358.651099904 -5.4735046343012 2.1867565641155 -5.6311344880905 -0.010806529000604 -0.37988888014287 -0.11360222137101 0.91796633542539
1540479358.724800000 -5.5329828762814 2.1752699219188 -5.5751637592637 -0.0050452597550191 -0.36886723154459 -0.11191776333844 0.92270576301222
1540479358.798599936 -5.5924233998328 2.168646562199 -5.5162835194458 0.0028512455895846 -0.36008765324362 -0.10554662868154 0.92692430195462
1540479358.872300032 -5.654739287415 2.1625751557152 -5.4531314882581 0.0087004464275904 -0.35841782753153 -0.097692376723467 0.92839493895091
1540479358.946000128 -5.7182258948389 2.1525461936225 -5.3902875648576 0.015222193375129 -0.35680620564754 -0.093412710966113 0.92937165970898
1540479359.019699968 -5.7822901748944 2.1359780062762 -5.3301612234122 0.021055402308561 -0.34946085877898 -0.092974777442322 0.93208876668193
1540479359.093499904 -5.850034611902 2.1132751542473 -5.2707606233011 0.020176012997981 -0.35340195891747 -0.091446902203793 0.93077250067357
1540479359.167200000 -5.9191623576098 2.0909769586579 -5.21178822778 0.014095656583333 -0.35070092523109 -0.088747195898302 0.93216635249709
1540479359.240900096 -5.9856494037678 2.0727859672796 -5.1533284299882 0.010264108638002 -0.34507679812835 -0.083569347941339 0.93479025216998
1540479359.314699776 -6.0475662439997 2.0607672163411 -5.096132201907 0.01619317141297 -0.3367616141086 -0.076960894602371 0.93829974803608
1540479359.388400128 -6.1058155929836 2.0494673631641 -5.0407969545603 0.024445973282872 -0.3233485437852 -0.071077864553214 0.94329001414878
1540479359.462099968 -6.1604579932926 2.0323988953245 -4.9897585121656 0.038366171938898 -0.30932658266587 -0.067087793171373 0.94781028170959
1540479359.535800064 -6.2096022392926 2.0130356272859 -4.9382883667057 0.037330799907306 -0.29029219015391 -0.05908493612918 0.95438243175183
1540479359.609600000 -6.2569778353834 1.9926960851436 -4.8841134213509 0.031693081053521 -0.27697304389748 -0.053553751479041 0.9588605098084
1540479359.683300096 -6.3040592410484 1.9740088042126 -4.8285755540839 0.037254040449917 -0.26258587825705 -0.049926045913536 0.96289572797348
1540479359.756999936 -6.3518209449079 1.9590025664214 -4.7720312122682 0.045395707743578 -0.24772175933378 -0.051099273207922 0.96641710661011
1540479359.830800128 -6.397110836118 1.9441293848272 -4.7145975434253 0.05279300466786 -0.24061793955277 -0.04857438229017 0.96796510020178
1540479359.904499968 -6.4381155603219 1.9249522332729 -4.6575830150564 0.053649377514409 -0.23135166263226 -0.042733676362814 0.97044937291655
1540479359.978200064 -6.4733273468023 1.8939786201136 -4.6071790365186 0.054458839375244 -0.23291708817804 -0.031464190789165 0.97046064811848
1540479360.051899904 -6.5084306982588 1.8549826695023 -4.5624466205521 0.070185396520617 -0.2227804029344 -0.024134195501597 0.97203932162805
1540479360.125700096 -6.5485516882075 1.81791001283 -4.5123209905305 0.070059575871175 -0.20505462662417 -0.028410209154892 0.97582637592174
1540479360.199399936 -6.5878330248338 1.7873560444002 -4.4599893858652 0.067733126743912 -0.19716977720828 -0.034452781890771 0.97741971962771
1540479360.273099776 -6.6238401642117 1.76218644332 -4.4089043517332 0.066582564644633 -0.18210535009125 -0.03821877848746 0.98027737325943
1540479360.346800128 -6.6584457007702 1.7407087749012 -4.3573362241383 0.067662068155588 -0.17149620670369 -0.041868011029701 0.9819663768539
1540479360.420600064 -6.6951438291938 1.7207592304819 -4.3030356830326 0.068618733490519 -0.17053071105159 -0.043578279241347 0.98199372685408
1540479360.494299904 -6.7331821681142 1.6965008324945 -4.2468831634411 0.074643822999152 -0.16096350234354 -0.042119188619066 0.98323192815909
1540479360.568000000 -6.772372436447 1.6649062325407 -4.190099584756 0.07812838572463 -0.16385475943444 -0.036312866944394 0.98271509037412
1540479360.641799936 -6.8150452497035 1.6190391574421 -4.130429818751 0.075443848529601 -0.15724899535149 -0.031731409651611 0.98416162129069
1540479360.715500032 -6.8603915361437 1.5602998025866 -4.0711255517302 0.065043699844252 -0.1463738661988 -0.037287556700485 0.98638412726478
1540479360.789200128 -6.9020251801932 1.4973453677147 -4.0161596761742 0.063538953416781 -0.11989112957623 -0.045078916171564 0.98972562347574
1540479360.862899968 -6.9403658319815 1.4365536722002 -3.9596574333225 0.053036929437531 -0.11034145296353 -0.045669415852222 0.99142632218912
1540479360.936700160 -6.9699361807653 1.3798247908209 -3.9107300305101 0.048740589983779 -0.10108865268065 -0.042760472486817 0.99276229842795
1540479361.010400000 -6.9920434649128 1.3273413314963 -3.8644766141457 0.052036794061792 -0.097623310475825 -0.037428120744702 0.9931570858092
1540479361.084100096 -7.0096347509451 1.2814155872327 -3.8141058979232 0.045797931662492 -0.0879211948383 -0.031969311306051 0.99456039338406
1540479361.157900032 -7.0222572371516 1.2415406687289 -3.7602813357894 0.039966139278958 -0.088967004615454 -0.023155638003651 0.99496301249319
1540479361.231600128 -7.028985592418 1.2039514878188 -3.7073829883932 0.039988786748039 -0.083865195218741 -0.015126542394271 0.99555949781042
1540479361.305299968 -7.0330647389364 1.1626568577366 -3.6524769350903 0.035914523582439 -0.081747653758968 -0.0067514316935279 0.99598287448672
1540479361.379000064 -7.03728247984 1.1158177498191 -3.5985629736541 0.02413700529355 -0.084242750037617 -0.00068691473496489 0.9961526450247
1540479361.452800000 -7.045206191935 1.0664047762476 -3.544517229357 0.012984639510913 -0.092311237098689 0.004100329921914 0.99563709349171
1540479361.526500096 -7.0588296250687 1.0147757570958 -3.4924368625099 -0.002217182178802 -0.089424071885237 -0.0059923116787511 0.99597314806745
1540479361.600199936 -7.0701847769763 0.96733806803497 -3.4482334206949 -0.0088369036787902 -0.08276932491926 -0.014011790666333 0.99643104011673
1540479361.674000128 -7.0819208438243 0.92510533461531 -3.4012374560992 -0.027047963608706 -0.087957464184469 -0.016137859318171 0.99562616561413
1540479361.747699968 -7.0927433111961 0.88697773485751 -3.3557232382942 -0.039338249812393 -0.078777071375116 -0.018070267823564 0.99595187662258
1540479361.821399808 -7.1031056392837 0.85213226667358 -3.3096284968556 -0.044927682690002 -0.073713081172773 -0.017751899998717 0.99610880682712
